salv	`salves
vot	vott
mina	mina
olema	õl'in
veel	veel
siis	siis
nii	nii
poisi+kese+ohtu	poes'ikkese+`ohtu
see	see
aeg	aeg
ja	ja
peale	piale
heina+aeg	eena+`aega
üks	üks
püha+päev	püha+pääv
vana	vanad
poiss	poes'id
minema	läksid
alla	`alla
jõgi	`jõele
suplema	`suplema
ja	ja
kala	kalale
tulema	tul'ivad
ära	ärä
meie	mee
siis	siis
poisi+kene	poes'ikkesed
olema	õl'ime
kolmekesi	kolmekkeis'i
olema	õl'ime
olema	õl'ime
ka	ka
nii	nii
nii	ni
käima	käes'ime
jalutama	jaluttamas
ja	ja
noh	nohh
üks	`ühte
ütlema	`üel'di
Välja+ots	Väl'ja+ots
minema	läksime
sinna	`sinna
ja	ja
eks	eks
vana	vanad
poiss	poes'id
parajasti	paraeast
tulema	tul'ivad
sinna	`sinna
ja	ja
noh	nohh
see	seda
rätsep	rätseppad
ütlema	`üel'di
vana	vana
Hall+härra	Al'l+ärra
see	see
vaatama	vaattas
kell	`kella
üks+kord	üks+kord
käratama	kärattab
seal	seal
teine	teste
poisi+kene	poes'ikkeste
peale	`piale
et	t
teie	teije
kasima	kas'ige
koju	kodu
no	no
mina	mina
tahtma	`tahtsin
ka	ka
ära	ära
tulema	`tulla
mina	minu
ei	ei
laskma	lasnud
jaa	jaa
et	et
sina	sina
ei	ei
minema	lähä
mina	maa
ütlema	`üt'sin
no	no
mina	ma
nii+sama	nii+sama
olema	õle
poisi+kene	poes'ikkene
nagu	nagu
teine+ki	teisetki
olema	onn
mis	mis
sina	sa
mina	minust
kinni	`kin'ni
pidama	piad
siis	siss
ei	ei
sina	sina
ei	ei
minema	lähä
kuhugi	`kos'kile
sina	sina
jääma	jääd
siia	`seije
aga	a
teine	teised
küütima	`küittis
minema	minema
no	no
vaatama	`vaattas
uuesti	uuwest
kell	`kella
ja	ja
kiitma	kiidab
et	et
tund	tun'd
aeg	`aega
olema	on
veel	veel
aeg	`aega
minema	lähäd
Visusti	Visus'i
tooma	tuod
viin	`viina
mina	maa
mts	mts
kus	koss
olema	onn
nüüd	nüid
tükk	tükk
aga	aa
noh	nohh
ei	eij
aitama	aidand
asi	as'i
pidama	pid'in
minema	minema
no	no
kauge	`kauge
ei	eij
olema	õlnud
otse	otse
sealt	sialt
väli	väl'ja
alt	alt
mägi	mägede
alt	alt
läbi	läbi
minema	minna
paar	poar
paar	poar
verst	`versta
tulema	tul'i
ära	ära
saama	sain
viin	viina
ära	ära
ja	ja
võtma	`võt'sivad
viin	`viina
ja	ja
aga	a
nüüd	nüid
nemad	nad
taga	taga
olema	õl'id
kuulma	kuulda
saama	saand
et	et
Lilastvere	Lilasveres
Välja+ots	Väl'ja+otsa
talu	talus
olema	õl'i
simman	`simman
koos	koos
ja	ja
kõik	kõik
olema	õl'ime
töö+riided	tüö+riijettes
aga	a
ja	ja
teine	teised
olema	õl'id
kõik	kõik
palja+jalu	pal'ja+jalu
need	niid
vana	vanamad
poiss	poes'id
mina	minul
olema	õl'id
vana	vanad
säärik	säärikkud
jalas	jalas
ja	ja
iga+päevane	iga+bäävased
töö+riided	tüü+`riided
seljas	sel'jas
noh	noh
mina	mina
tahtma	`tahtsin
koju	kodo
tulema	`tulla
ei	ei
tema	tema
ei	ei
laskma	lase
minema	lähme
aga	aga
ühes	ühes
kõik	kõik
no	no
minema	läksime
siis	siis
olema	õl'i
üks	üks
väike	vekke
maja	maea
heina+maa	eenamatte
peal	pial
kutsuma	kutsut'ti
Kolberg	`Kolbergi
mamma	mamma
see	sii
olema	õl'i
kaardi+tark	kaardi+tark
ja	ja
mm	kmm
minema	läksime
sinna	`sinna
sisse	`sisse
vaatama	`vaattas
mina	mulle
otsa	`otsa
et	t
sina	sinul
olema	on
saabas	`saappad
jalas	jalas
võtma	võttad
saabas	`saappad
jätma	jättad
siia	`seije
siis	siss
minema	lähme
kõik	kõik
palja+jalu	pal'ja+jalu
noh	nohh
olema+ki	õl'igi
olema+ki	polnutki
keegi	kedagi
tegema	teha
minema	läksime
sinna	`sinna
seal	sial
olema	õl'i
simman	`simman
koos	koos
ja	ja
tükk	tükk
aeg	`aega
olema	õl'ime
seal	sial
tulema	tul'ime
tulema	tulema
vot	vott
Lilastvere	Lilasvere
poiss	poeste
poolt	puolt
ähvardus	ähvarduss
mis	miss
narri+temp	nar'ri+temp
see	sie
olema	õl'i
tulema	tullasse
töö+riided	tüü+riijettes
ja	ja
palja+jalu	pal'ja+jalu
veel	viell
et	et
see	si
olema	õl'i
meie	meije
narritamine	nar'rittamine
ja	ja
hakkama	akkat'ti
sedasi	sedasi
viha	viha
kiskuma	`kiskuma
no	no
sügisi	sügis'i
üks	üks
lau+päev	`lauba
õhtul	`õhta
juba	juba
külmetama	külmettas
ja	ja
tulema	tul'ime
saun	saanast
ära	ära
mina	ma
olema	õl'in
seal	sial
siis	siss
Otsa	Otsal
sulane	sulasest
jah	jahh
esimene	es'imist
aasta	`oastad
ja	jaq
vana	vana
All	Al'l
kiitma	kiidab
mina	`mulle
Lilastvere	Lilasveres
olema	õl'i
siis	siss
see	si
endine	`en'dine
või+kaup+mees	või+`gaupmes
see	sii
asutama	asuttas
sinna	sinna
pood	poe
et	t
minema	lähme
va	va
Madis	Mad'isse
pood	`puod'i
et	et
tubakas	tubakkas
olema	on
otsas	otsas
võtma	võttame
tubakas	tubakkad
noh	nohh
hakkama	`aksime
minema	minema
saama	saeme
üle	üle
Rausi	Raus'i
sild	silla
vaatama	`vaattame
ilus	ilus
kuu	kuu
valge	`valge
olema	õl'i
ja	ja
poiste+kari	poeste+kari
tulema	tuleb
kaigas	`kaikkad
käes	kääs
vana	vana
All	Al'l
kiitma	kiidab
no	no
kas	kass
nüüd	nüit
olema	põle
temp	temp
nüüd	nüid
olema	õleme
kahekesi	kahekkeis'i
ja	ja
nüüd	nüid
jalgu	`jalgu
jääma	jääme
aga	aga
nüüd	nüid
tegema	teeme
nii	nii
pidama	pidasime
kohe	kohe
sõja+nõu	sõea+nõu
ära	ära
sina	sina
lööma	lüö
mina	minu
selg	selja
taha	taha
ja	ja
nii	nii
kui	kui
mina	maa
esimene	es'imise
kohta	`kohta
saama	saan
tõmbama	tõmman
see	sellel
kaigas	`kaikka
käsi	kääst
ära	ära
andma	annan
sina	sinu
kätte	`kätte
ja	ja
ja	ja
mina	ma
vaatama	`vaattan
siis	siis
mis	miss
edasi	edas'i
saama	saab
no	no
nii	nii
olema+ki	õl'igi
kõige	kõige
tugev	tugevam
olema	õl'i
siis	siis
Laar	Laari
Otu	Ottu
poeg	pueg
see	sie
olema	õl'i
see	si
küla	küla
kangelane	`kangelane
see	sie
olema	õl'i
kõige	kõige
ees	ies
nii	nii
kui	kui
see	sellega
kokku	`kokku
saama	sai
nii	nii
tema	ta
see	selle
käsi	kääst
käima	käis
kaigas	kaigas
ära	ära
mina	minu
käsi	`kätte
ja	ja
tema	tema
saama	sai
teine	teese
käest	kääst
kaigas	`kaikka
ja	ja
tagant	tagast
teine	teis
kes	kess
arg	aremad
olema	õl'id
need	nied
laskma	las'id
jalga	`jalga
laskma	las'id
kaigas	`kaikkad
maha	maha
minema	läksid
neli	nel'i
või	vai
viis	viis
tükk	`tükki
mis	miss
jääma	jäi
sinna	`sinna
ja	ja
hakkama	akkat'ti
lepitus	`leppittust
sobima	sobima
siis	siis
All	Al'l
no	no
mis	miss
lepitus	*leppittust
nemad	neiil
sobima	sobida
olema	onn
meie	meije
olema	põle
miski	`miski
vihane	vihane
siiani	seijeni
meie	me
olema	õl'ime
sõber	sõbrad
poiss	poesid
ei	ei
teadma	tia
mis	mess
asi	`as'ja
teie	te
jonnima	jon'nitte
noh	nohh
siis	siss
hakkama	`aksid
meie	meele
ütlema	`ütlema
mis	miss
nigu	nigu
see	se
asi	as'i
käima	käib
teadma	tiad
noh	nohh
vana	vana
All	Al'l
rääkima	`riakkis
ära	ära
et	et
nii+sugune	`niskene
asi	as'i
olema	õl'i
et	et
meie	mee
tulema	tul'ime
jälle	`jälle
see+kord	sie+gõrd
jõgi	jõelt
suplema	`suplemast
ja	ja
koju	kodo
ei	ei
tahtma	tahand
minema	`minna
kuulma	`kuulsime
et	t
teie	teil
simman	`simman
koos	koos
ja	ja
ja	ja
tulema	tul'ime
siis	siss
nali	nalja
viluks	viluks
siia	`seije
teie	`teile
simman	`simmanille
nii	nii
olema+ki	õl'igi
no	no
vana	vana
All	Al'l
ütlema	`ütles
et	et
muidu	muedu
ei	ei
leppima	leppi
minema	lähme
Madis	Mad'isse
poole	`puole
tegema	`teette
korv	kor'v
õlu	õlut
siis	siis
leppima	leppime
ära	ära
no	no
nii	nii
olema+ki	õl'igi
minema	läksime
siis	siis
sinna	`sinna
ja	ja
siis	siss
seal	sial
olema	õl'i
see	sie
lepitus	`leppittus
kahekesi	kahekkeisi
võtma	`võt'sime
see	selle
lahing	lahingu
vastu	`vasta
aga	a
olema	õless
jooks	`juoksu
panema	pannud
olema	õless
jalgu	`jalgu
jääma	jäänd
olema+ki	õleski
mantel	`mantli
saama	soanud
see	sie
olema	õl'i
augusti+kuu	`augus'ti+kuus
üks	üks
püha+päev	pühaba
õhtu	`õhta
ilus	ilus
õhtu	`õhta
olema	õl'i
ja	ja
teine	teesed
poiss	poesid
olema	õl'id
küla	küla
vahel	vahel
kõik	kõik
ära	ära
kaduma	kadund
meie	meije
kahekesi	kaheksi
jääma	jäime
üle+aedne	üle+`aetse
poiss	pois'iga
ja	ja
alati	alat'ti
olema	õl'i
siis	siss
Rausi	`Raus'is
koos+käimine	koos+`käimine
sinna	`sinna
nemad	nad
enamasti	enamast
käima	käis'id
Rausi	`Raus'i
sild	silla
peal	pial
mõtlema	mõt'sime
kus	koss
nemad	nad
mujal	mõeal
olema	onn
kui	ku
Rausi	Raus'is
nojah	nojahh
juba	juba
vähe	vähä
olema	õl'i
veel	vel
eha+valge	eha+`valged
tundma	`tunda
meie	mee
minema	läksime
siis	siis
ka	kaa
sinna	`sinna
saama	saeme
Rausi	Raus'i
värav	värava
ja	ja
Muta	Mut'ta
sepp	sepp
tulema	tuleb
oma	oma
naine	naisega
seal	säl
Rausi	Raus'i
värav	väravas
vastu	`vasta
naine	naisel
laps	laps
süli	süles
ei	ei
sepp	seppal
olema	õl'i
laps	laps
süli	süles
ajama	aas'ime
seal	sial
jutt	`juttu
teretama	terettas'ime
ja	ja
nemad	nemad
minema	läksid
siis	siss
sinna	`sinna
sisse	`sisse
ja	ja
sepp	sepp
olema+ki	õl'igi
seal	siall
see	selle
Rausi	Raus'i
väi+mees	`väimes
jah	jahh
ja	ja
meie	mee
käima	käis'ime
sild	silla
peal	päl
ära	ära
pärast	pärast
veel	veel
sepp	sepp
minema	läks
sisse	`sisse
et	t
minema	lähme
meie	meije
ka	kaa
sisse	`sisse
minema	lähme
sisse	`sisse
ja	ja
kõik	kõik
magama	magavad
ajama	`aas'ime
tüdruk	tüdrukkud
üles	ülesse
küsima+ki	küs'imegi
et	t
sepp	sepp
tulema	tul'i
oma	õma
siia	`seije
kas	kass
tema	ta
ei	ij
olema	õle
siin	siin
ei	ei
nemad	nemad
olema	põle
sepp	`seppa
nägema+ki	nähnutki
see	sell
päev	pääval
noh	nohh
olema	põle
kuskil	`kos'kil
sepp	`seppa
ja	ja
ometi	õmmet'ti
kuulma	kuul'ime
värav	väravas
kui	kui
minema	läksid
sisse	`sisse
ukse+link	ukse+link
lingatama	lingattas
ja	ja
kuskil	`kus'kil
pool	puol
teine	teine
püha	püha
saama	saime
siis	siss
sepp	seppaga
kokku	`kokku
küsima	küs'ime
kas	kas
sina	sa
käima	käis'id
minema	mineva
püha	püha
Rausi	Raus'is
ei	ei
nemad	nemad
olema	põle
käima	käinud
noh	nohh
tulema	tul'ime
siis	siss
sealt	sialt
välja	`väl'ja
tükk	tükk
maa	moad
eemal	`eemal
nii	nii
umbes	`umbes
pool	puol
kilo+meeter	kilu+`mietrid
olema	õl'i
siis	siss
tee	tiest
käima	käis
noh	nohh
see	sie
kraav	kraav
läbi	läbi
vaatama	`vaattame
see	selle
kraav	kraavi
kohal	kõhal
nägema	nääme
et	t
poiss	poes'id
tulema	tulevad
suits	suitsud
hiilgama	`iilgavad
saama	saame
sinna	`sinna
isegi	isegi
vilistamine	vil'istamist
kuulma	kuul'ime
saama	saame
see	selle
kraav	kraavi
kohta	`kõhta
olema	põle
üks	`ühte
hing	`inge
kuskil	`kus'kil
siis	siis
vaatama	`vaatsime
rukki+hakk	`rukki+`akkidesse
ja	ja
jõgi	jõe
äärde	`äärde
lepik	leppikkusse
eks	eks
peitma	`peitsivad
eest	iest
ära	ära
olema	põle
kuskil	`kus'kil
pool	puol
noh	nohh
tulema	tul'ime
kodu	kodu
teine	teised
poiss	poes'id
olema	õl'id
hoopis	`uoppis
Võidivere	Võid'iveres
tulema	tul'id
Võidivere	Võid'ivere
küla	külast
vot	vott
mis+sugune	`miske
asi	as'i
siis	siis
olema	õl'i
teine	teeine
tondi+lugu	ton'di+lugu
olema	õl'i
jälle	`jälle
kui	ku
Ronivere	Ron'iveres
olema	õl'ime
seal	siall
Linnu	Linnu
talu	talu
poiss	poiss
see	si
tahtma	`tahtis
uus	uut
pere+mees	peremist
ja	ja
Kallivere	Kal'livere
küla	külast
siis	siss
üks	üks
tahtma	`tahtis
juhatama	juhatta
mina	mulle
tubli	tubli
poiss	poiss
meie	mee
ütlema	`ütsime
kui	ku
tahtma	tahad
et	et
sinna	`sinna
saama	saad
kohe	kohe
koht	kuha
noh	nohh
see	si
olema	õl'i
nii	ni
umbes	`umbes
nii	ni
küünla+päev	`küünla+bääv
aeg	aeg
nii+sugune	`niske
ilus	ilus
vagane	vagane
õhtu	`õhta
olema	õl'i
kerge	`kerged
lumi	lund
sadama	sadas
kuu	kuud
ei	eij
olema	õlnud
see+kord	sie+gord
noh	nohh
see	sie
olema	l'i
umbes	`umbes
kell	kella
üks+teist	ühe+deis+`kümne
aeg	aeg
kui	ku
sealt	sialt
käima	käis'ime
seal	sial
ära	ära
tulema	tuleme
välja	`väl'ja
ja	ja
tema	tema
hakkama	`akkab
rääkima	`riakkima
kas	kas
sina	sa
nägema	nägid
nägema	näe
üks	üks
mees	mies
jooksma	`juoksis
no	no
umbes	`umbes
nii	nii
viis+kümmend	viis+kümmend
samm	`sammu
tee	tiest
eemal	`eemal
kargama	`kargas
siit	siit
vili	vil'ja
redel	redelitte
alt	alt
välja	`väl'ja
ja	ja
jooksma	`juoksis
üks	üks
sada	sada
samm	`sammu
maa	moad
teine	teise
redel	redelitte
alla	`alla
kaduma	kadus
ära	ära
hall	al'l
jõmp	jõmp
olema	õl'i
seljas	sel'jas
vilt	vil'did
jalas	jalas
ja	ja
see	sii
läki+läki	läkki+läkki
müts	müt's
peas	pias
kõrv	kõrvad
olema	õl'id
nii	ni
lontis	`lon'ttis
alla+poole	`alla+bole
need	nied
kõik	kõik
liikuma	`liikkus'id
kui	ku
jooksma	`juoksis
et	et
hoidma	`oidis
nii	ni
ette+poole	`ette+bole
vähe	vähä
vimm	`vimma
no	no
mina	mina
salgama	`salgas'in
esiti	`ees'te
maha	maha
et	et
ei	ei
mina	mina
nägema	nähnud
keegi	kedagi
noh	nohh
poiss	pois'
olema	õl'i
ikke	`kke
kindel	`kindel
see	selle
peale	bäle
et	et
olema	õl'i
ja	ja
olema	õl'i
no	no
pärast	pärast
siis	siss
mina	ma
nägema	nägin
nii+sama	ni+sama
täpselt	`täpselt
poiss	pois'
lööma	lõi
nii	nii
kartma	`kartma
et	ett
ei	ei
uskuma	`uskund
üksi	üksi
koju	kodo
minema	`minna
tulema	tul'i
meie	meeile
mina	ma
käima	käis'in
veel	vil
saatma	`saatmas
kodu	kodu
ligi	ligi
tema	teda
ära	ära
aga	aga
mis	miss
asi	as'i
see	si
olema	õl'i
see	si
see	selle
maja	maea
pere+mees	peremis
olema	õl'i
enne	`ennem
see	seda
õnnetult	õnnettud
surm	`surma
saama	`saanud
Mustvee	`Mustvest
olema	õl'i
tulema	tulnud
ja	ja
siis	ss
olema	õl'i
purjus	`pur'jes
olema	õlnud
ja	ja
oma	õma
küla	küla
vahel	vahel
olema	õl'i
vanker	`vankker
ümber	`ümber
minema	lähnd
üks	üks
suur	suur
kadakas	kadakkas
ja	ja
sealt	sialt
kadaka+põõsas	kadakka+`põõsa
alt	alt
leidma	`löitti
vanker	`vankri
alt	alt
hommiku	ommikku
surema	`surnud
see	sie
olema	õl'i
siis	siss
see	selle
vaim	vaim
seal	sial
nõnda+kui	nõnnagu
sõda	sõda
ära	ära
lõppema	`lõppes
siis	siss
rentima	`ren'ttis'in
Ronivere	Ron'iverest
tuule+veski	tuule+`ves'ki
Annuka	Annukka
talu	talu
tuule+veski	tuule+`ves'ki
seal	sial
saama	sai
neli	nel'i
aasta	`aastat
töötama	`tüöttada
siis	siis
lööma	lõi
see	sie
astma+haigus	`astma+`aigus
olema	õl'i
see	si
veski	`ves'ki
olema	õl'i
hea	ia
koht	kuha
peal	pial
kuskil	`kos'kil
palju	pal'jut
tuul	tuul
ei	ei
takistama	takkista
ainult	ainult
põhi	põhja
poolt	buult
tuul	tuul
see	sie
tegema	tegi
takistus	takkistuis'i
mitu	`mitmed
tulema	tul'id
veski	`ves'kille
et	et
tuul	tuult
ei	eij
olema+ki	õlegi
veski	`ves'ki
käima	käib
Maadla	`Maadlas
olema	õl'i
üks	üks
suur	suur
rikas	rikkas
jõukas	jõukkas
pere+mees	peremes
see	sie
tulema	tul'i
koti+koorem	kot'ti+`guormaga
et	et
mis	miss
ime+vägi	ime+vägi
sina	sull
ka	ka
veski	`ves'kid
vedama	veab
tuul	tuult
olema	põle
meie	meil
seal	sial
küla	külas
tundma+ki	`tundagi
sina	sull
veski	`ves'ki
käima	käib
ei	ei
tema	ta
väga	väga
kõrge	`kõrge
koht	koht
ei	eij
olema	õld
tema	ta
lage	lage
olema	õl'i
kõik	kõik
lõuna	`lõuna
poolt	puolt
ja	ja
kesk+hommik	kesk+ommikku
poolt	puolt
kust	kost
need	ne
tuul	tuuled
olema	õl'ivad
siin	siin
takistaja	takkistaead
ei	eij
olema	õlnud
ainult	ainult
põhi	põhja
pool	puol
olema	õl'i
takistus	takkistus
seal	sial
olema	õl'i
õ	õ
oma	oma
kuusik	kuus'ik
olema	õl'i
ligidal	ligidal
see	sii
tegema	tegi
kõige	kõige
suur	suuremad
pahandus	pahandust
seal	siäl
kui	ku
kuusik	kuus'ikku
pealt	pialt
tuul	tuul
olema	õl'i
seda+viisi	sedavis'i
siis	siss
olema	õl'i
need	nende
veski	`ves'kittega
see	si
lugu	lugu
ja	ja
ega	ega
siis	ss
iga	iga
päev	pääv
töötama	`tüöttänu
vahel	vahel
käima	käis
hommiku	ommikku
õhtu	`õhtani
käima	käis
saama	said
puud	puuda
jahu	jahu
kott	`kot'ti
lükkama	lükkatta
vat	vatt
kui	kui
tema	ta
liikuma	`liikkus
tera	tera
haaval	aaval
laskma	lase
silm	`silma
aga	a
üks	üks
aasta	`aasta
olema	õl'i
kole	kole
maru	maru
rukki+lõikus	`rukki+`lõikkuse
aeg	aeg
see+kord	sie+gõrd
kui	ku
tema	ta
rukis	`rukkid
ära	ära
rabama	rabas
siis	siis
käima	käis
siis	siis
jooksma	`juoksis
rukki+jahu	`rukki+jahu
kolm+kümmend	kolm+gümend
puud	`puuda
tund	tunnis
vaat	vaat
siis	siis
olema	õl'i
töö	tüö
pere+mees	peremes
tulema	tul'i
veski	`ves'ki
uks	ukse
peale	päle
ütlema	üt's
et	et
ära	ära
laskma	lase
nii	nii
kõvasti	kõvast
käima	`käija
hirmus	`irmus
olema	on
vaatama	vaadatta
mis	miss
jah	jaah
siib	siivad
murdma	`murdis
maha	maha
eks	eks
see	seda
olema	õl'i
küll	küll
noh	nohh
üks	üks
möldri+poiss	`möldri+poiss
olema	õl'i
jääma	jäänud
pere+mees	pere+mes
olema	õl'i
päev	pääval
veski	`ves'kis
sulane	sulase
saatma	`saat'tis
siis	siss
öö	`üöselt
veski	`ves'ki
aga	a
sulane	sulane
olema	õl'i
hooletu	uolettu
ei	ei
käima	käinud
väljas	väl'jas
vaatama	`vaattamas
jääma	jäi
tukkuma	`tukkuma
mis	mis
tema	tal
olema	õl'i
ja	ja
üks+kord	üks+kord
kuulma	`kuul'is
et	et
raksakas	raksakkas
käima	käis
minema	läks
välja	`väl'ja
vaatama	`vaattama
siis	ss
murdma	`murdis
kõige	kõige
võlv	võl'viga
siib	siivad
maha	maha
no	no
mis	miss
nüüd	nüüd
tegema	teha
hirm	`irmu
täis	täis
ja	ja
minema	läks
siis	siss
tuba	`tuppa
ja	ja
ütlema	`ütles
pere+mees	peremelle
et	t
suur	suur
rist	ris't
olema	on
kraav	kraavis
võti	võt'ti
olema	on
laud	lauwa
peal	pial
minema	läks
minema	minema
pere+mees	peremes
ei	ei
saama	saand
aru	aru
ka	ka
et	et
mis	miss
mis	miss
see	si
tähendama	tähändab
et	et
suur	suur
rist	ris't
kraav	kraavis
või	vai
tema	ta
enne	`enne
kui	ku
hommiku	ommikku
ärkama	`ärkkas
üles	ülesse
nägema	nägi
et	et
siib	`siivasid
olema+ki	põlegi
veski+siib	`ves'ki+siivad
kraav	kraavis
ja	ja
võti	võt'ti
laud	lauwa
peal	pial
ja	ja
no	no
Rohu	Rohus
olema	õl'i
üks+kord	ühe+gõrra
kah	kahh
mina	mina
olema	õl'in
väli	väl'jal
kündma	`künmas
pere+mees	pere+mes
olema	õl'i
ise	ise
veski	`ves'kis
aga	a
nüüd	nüüd
üks	üks
siib	siiv
olema	õl'i
mäda	mäda
ja	ja
see	sie
kukkuma	`kukkus
nii	ni
hullu+moodi	`ullu+`muod'i
alla	`alla
jääma	jäi
veski	`ves'ki
sein	seena
najale	najale
püsti	`püs'tü
ja	ja
teine	teeine
siib	siiv
tulema	tul'i
tagant	tagast
järele	järäle
see	sell
lööma	lõi
tükk	tükki
kolm	kolme
neli	nel'ja
pulk	pulga
ots	otsast
maha	maha
ja	ja
see	sie
jääma	jäi
üles	ülesse
tolknema	`tolknema
siis	siis
et	et
puri	pur'je
katki	`kat'ki
ja	ja
see	sie
jääma	jäi
veel	vel
sedasi	sedasi
üles	ülesse
tolknema	`tolknema
veski	`ves'ki
jääma	jäi
seisma	`seisma
mina	ma
ei	i
teadma	tia
kus	koss
see	si
parun	parun
olema	õl'i
hulkuma	`ulkkumas
ja	ja
see	sii
nägema	nägi
ka	kaa
ja	ja
eemalt	`eemalt
see	seda
ja	ja
tulema	tul'i
siis	siis
või	vai
tulema	tullud
sinna	`sinna
veski	`ves'ki
uks	ukse
peale	`piale
nigu	nigu
uks	ukse
peale	`biale
saama	saand
nii	nii
hõikama	õiganud
et	et
kas	kass
mölder	`mölder
elama	elab
veel	veel
venelane	venelased
olema	õl'id
kes	kess
veski+kivi	`ves'ki+kiva
tegema	tegid
viis+kümmend	viis+kümmend
rubla	rubla
saama	sai
paar	paari
pealt	pialt
kui	ku
paar	paari
kivi	kiva
valmis	`val'mis
tegema	tegi
siis	siis
saama	sai
viis+kümmend	viis+kümmend
rubla	rubla
uus	uuwed
kivi	kivid
nägema	näd
olema	õl'id
kaks	kaks
jalg	`jalga
olema	õl'i
pealmine	`pialmine
kivi	kivi
paks	paks
alumine	alumine
olema	õl'i
mõni	mõn'i
pool+teist	puol+deist
pool+teist	puole+deise
jalg	jala
paksune	`paksune
ja	ja
siis	siss
suurus	`suurus
olema	õl'i
need	neil
neli+kümmend	nel'i+gümmend
kaks	kaks
toll	`tol'li
ja	ja
suur	suuremad
kivi	kivid
ja	ja
väike	`veiksemad
ja	ja
no	no
pärast	pärast
tulema	tul'i
see	si
valamine	valamise
mood	muod
hakkama	akkat'ti
peale	`piale
valama	valama
maa	maa
seest	siest
need	nied
kivi	kivid
mis	miss
maa	mua
sees	sees
olema	õl'id
need	ned
maa+pealne	mua+`bialsed
kivi	kivid
need	nied
ei	ei
kõlbama	kõlvanu
aga	a
need	nied
andma	`an'tsid
tükk	`tükka
ja	ja
murenema	murenesid
aga	a
ja	ja
siis	siis
kui	ku
olema	õl'id
nii	nii
suur	suured
kivi	kivid
nemad	nad
kiil	`kiiludega
lõhkuma	`lõhkusid
kõik	kõik
arvama	`arvasid
välja	`väl'ja
puurima	puurit'ti
auk	augud
sisse	`sisse
siis	ss
taguma	`taut'ti
kiil	kiilud
sisse	`sisse
siis	siss
kiil	`kiiludega
ajama	`aet'ti
lõhki	`lõhki
need	ned
kivi	kivid
ja	ja
siis	siss
kui	kui
jääma	jäi
veel	veel
kivi	kivi
üle	üle
et	t
sealt	sialt
saama	sai
edas+pidi	edes+pid'i
need	neid
kivi	kiva
tegema	teha
siis	ss
matma	`maet'ti
jälle	`jälle
muld	mullaga
kinni	`kin'ni
et	et
päike	`päikkest
ei	ei
saama	saanuvad
sedasi	sedasi
tegema	`tehti
need	neid
kivi	kiva
Vaiatu	Vaijattu
mõis	`mõisas
olema	õl'i
üks	üks
nii+sugune	nisukke
lugu	lugu
kui	kui
nüüd	nüd
kolhoos	kolloos'i
kord	korra
ajal	aal
see	seda
kivi	kivi
olema	põle
ära	ära
võtma	vittettud
siis	siis
tema	ta
olema	on
praegu	`praegu
veel	viel
pidama	piass
alles	alles
olema	õlema
seal	sial
olema	õl'i
kivi	kivi
tema	ta
pool+teist	puol+deist
valmis	`val'mis
tegema	tehnud
aga	aga
auk	augu
jätma	`jätnud
sisse	`sisse
raiuma	`raijumatta
ja	ja
see	si
kivi+tegija	kividegija
minema	lähnud
mõis	`mõisa
võtma	`võtnud
härra	ärra
käest	kääst
raha	raha
ära	ära
et	et
kivi	kivi
olema	on
valmis	`val'mis
härra	ärra
vaatama	`vaattama
ei	ei
minema	lähnud
ja	ja
minema	läksivad
kivi	kivi
ära	ära
tooma	`tuoma
kivi	kivil
auk	`aukku
olema+ki	polegi
ilma	ilma
auk	augutta
silma+auk	sil'ma+auk
olema	õl'i
tegema	tegematta
jaa	jaa
Näduvere	Näduvere
veski	`ves'ki
kui	kui
kivi	kivi
tooma	`tuod'i
panema	`pan'di
suur	suur
jäme	jäme
pakk	pakk
silma+auk	sil'ma+august
läbi	läbi
siis	ss
olema	õl'i
kaks	kaks
hobune	obust
olema	õl'i
ees	ies
kui	kui
tooma	`tuod'i
siis	ss
nõnda+kui	nõnna+gui
minema	läks
siis	siss
küla	küla
vahe	vahe
põruma	põrus
kõik	kõik
kui	kui
see	selle
kivi	kiviga
tulema	tul'ivad
kui	kui
veski	`ves'ki
töötama	`tüöttas
siis	siss
kuluma	kulus
üks	üks
toll	tol'l
aasta	`oastas
aasta	`aasta
jooksul	juoksul
kuluma	kulus
siis	siss
üks	üks
toll	tol'l
ära	ära
mõlemad	mõlemad
ühte+viisi	`ühte+`viis'i
mõlemad	mõlemid
tulema	tul'i
ühte+viisi	`ühte+`viis'i
taguma	taguda
nägema	näe
mina	mull
olema	on
joonis+ki	joon'iski
tegema	`tehtud
mis	miss
need	ned
kivi+soon	kivi+sooned
kõik	kõik
olema	onn
need	nied
olema	õl'id
mitu	`mitmed
moodi	`muod'i
ema+keel	ema+geele
selts	sel'tsis
pidama	piaks
olema	õlema
vat	vatt
kui	kui
käima	käis'ime
pikk	pikkad
need	niid
olema	õl'id
kahte+moodi	`kahte+`muod'i
teine	teised
olema	õl'id
üks	ühest
tükk	tükkist
tegema	tehtud
aga	a
teine	teistel
olema	õl'id
siis	sis
käima	käis'id
nii+sugune	`neskesed
pulk	pulgad
otsa	`otsa
need	neid
olema	õl'i
pulk	`pulkkasid
olema	õl'i
hea	parem
teritama	terittatta
ja	ja
enne	`ennem
mina	ma
laskma	las'in
sepp	`seppadel
teritama	teritta
ja	ja
sepp	seppad
ei	ei
saama	saanud
see	selle
